Erreurs,Erreurs_redr
0.7751687587725442,0.7751687587725442
0.8973631135169882,0.8973631135169882
0.6998789328610471,0.6998789328610471
2.4908664427424085,2.4908664427424085
-2.7282956425079306,2.7282956425079306
0.28058770602312677,0.28058770602312677
0.8300286364213747,0.8300286364213747
0.5693734900902712,0.5693734900902712
0.1755155494026468,0.1755155494026468
0.4856095884148388,0.4856095884148388
0.6995380521271599,0.6995380521271599
0.31105751827556105,0.31105751827556105
0.449011984879256,0.449011984879256
1.8284125105853235,1.8284125105853235
0.35983889259617996,0.35983889259617996
0.34074411157353524,0.34074411157353524
6.815377995710762,6.815377995710762
0.41740592006645016,0.41740592006645016
0.10610139124478479,0.10610139124478479
0.7133873845964303,0.7133873845964303
0.7246657577947815,0.7246657577947815
0.4991624107782968,0.4991624107782968
0.4321293257066827,0.4321293257066827
0.7020943154562573,0.7020943154562573
